,MSSubClass,MSZoning,LotShape,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Foundation,BsmtQual,BsmtExposure,HeatingQC,CentralAir,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,SaleCondition,TotalFlrsF
11,0.2352941176470588,0.75,0.3333333333333333,0.9583333333333331,0.8888888888888888,0.5,0.0163934426229508,0.8,1.0,1.0,0.25,1.0,1.0,0.6862416243752785,0.3333333333333333,1.0,0.6666666666666666,0.8,1.0,1.0,0.75,0.5190409026798307,1.0,1.0,0.6862416243752785
12,0.0,0.75,1.0,0.25,0.4444444444444445,0.625,0.7704918032786886,0.8,0.4,0.5,0.25,0.5,1.0,0.3553417999218684,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.2482369534555712,1.0,0.8,0.3553417999218684
13,0.0,0.75,0.3333333333333333,0.625,0.6666666666666665,0.5,0.0163934426229508,0.2,1.0,0.75,0.75,1.0,1.0,0.5299431652300703,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.75,0.5923836389280677,1.0,1.0,0.5299431652300703
14,0.0,0.75,0.3333333333333333,0.4166666666666666,0.5555555555555556,0.5,0.8032786885245902,0.8,0.4,0.5,0.25,0.5,1.0,0.4677126859275446,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.8333333333333333,0.6666666666666666,0.25,0.2482369534555712,1.0,0.8,0.4677126859275446
15,0.1470588235294117,0.25,0.0,0.125,0.6666666666666665,0.875,0.1147540983606557,0.2,0.2,0.5,0.25,1.0,1.0,0.3320972949394383,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.4062059238363892,1.0,0.8,0.3320972949394383
16,0.0,0.75,0.3333333333333333,0.4166666666666666,0.5555555555555556,0.75,0.6721311475409837,0.2,0.4,0.5,0.25,1.0,1.0,0.3893397876577857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0,0.5,0.3385049365303244,1.0,0.8,0.3893397876577857
17,0.4117647058823529,0.75,0.0,0.25,0.3333333333333333,0.5,0.6557377049180328,0.2,0.0,0.0,0.0,0.5,1.0,0.4796489002360564,0.0,0.3333333333333333,0.0,0.2,0.1666666666666666,0.3333333333333333,0.5,0.3638928067700987,1.0,0.8,0.4796489002360564
18,0.0,0.75,0.0,0.5,0.4444444444444445,0.5,0.0819672131147541,0.2,1.0,0.5,0.25,1.0,1.0,0.42611747788977,0.3333333333333333,0.6666666666666666,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.4062059238363892,1.0,0.8,0.42611747788977
19,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.625,0.7377049180327869,0.8,0.4,0.5,0.25,0.5,1.0,0.4911954751552141,0.0,0.3333333333333333,0.0,0.2,0.8333333333333333,0.3333333333333333,0.25,0.2073342736248236,1.0,0.2,0.4911954751552141
20,0.2352941176470588,0.75,0.3333333333333333,0.9583333333333331,0.7777777777777777,0.5,0.0163934426229508,0.2,1.0,1.0,0.75,1.0,1.0,0.6940696095250574,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,0.6666666666666666,0.75,0.6015514809590973,1.0,1.0,0.6940696095250574
21,0.1470588235294117,0.25,0.0,0.0,0.6666666666666665,0.75,0.9508196721311476,0.2,1.0,0.5,0.25,1.0,1.0,0.4242070306985832,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.3333333333333333,0.25,0.1974612129760225,0.0,0.8,0.4242070306985832
22,0.0,0.75,0.0,0.625,0.7777777777777777,0.5,0.1147540983606557,0.8,1.0,0.75,0.25,1.0,1.0,0.5948732984257088,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.3765867418899858,1.0,0.8,0.5948732984257088
23,0.588235294117647,0.25,0.0,0.0416666666666666,0.4444444444444445,0.75,0.5245901639344263,0.2,1.0,0.75,0.25,0.5,1.0,0.4085402514957175,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.3333333333333333,0.5,0.4033850493653032,1.0,0.8,0.4085402514957175
24,0.0,0.75,0.3333333333333333,0.25,0.4444444444444445,0.875,0.1639344262295081,0.2,0.4,0.5,0.5,1.0,1.0,0.4085402514957175,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.3333333333333333,0.25,0.1904090267983074,1.0,0.8,0.4085402514957175
25,0.0,0.75,0.0,0.9583333333333331,0.7777777777777777,0.5,0.0491803278688524,0.2,1.0,0.75,0.25,1.0,1.0,0.5541915237383659,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.75,0.6276445698166432,1.0,0.8,0.5541915237383659
26,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.75,0.180327868852459,0.2,0.4,0.5,0.5,0.5,1.0,0.3506562972709703,0.0,0.6666666666666666,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.4062059238363892,1.0,0.8,0.3506562972709703
27,0.0,0.75,0.0,0.9583333333333331,0.7777777777777777,0.5,0.0491803278688524,0.2,1.0,1.0,0.25,1.0,1.0,0.5764688764767789,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.75,0.5444287729196051,1.0,0.8,0.5764688764767789
28,0.0,0.75,0.3333333333333333,0.4166666666666666,0.4444444444444445,0.625,0.1639344262295081,0.2,0.4,0.5,1.0,0.5,1.0,0.5541915237383659,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,0.8333333333333333,0.6666666666666666,0.25,0.2249647390691114,1.0,0.8,0.5541915237383659
29,0.0588235294117646,0.25,0.3333333333333333,0.125,0.3333333333333333,0.625,0.9672131147540984,0.2,0.2,0.5,0.25,0.25,0.0,0.1566009390939036,0.0,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.1692524682651622,1.0,0.8,0.1566009390939036
30,0.2941176470588235,0.0,0.0,0.0,0.3333333333333333,0.375,0.9672131147540984,0.0,0.2,0.5,0.25,0.5,0.0,0.485335020245734,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.1763046544428773,0.0,0.8,0.485335020245734
31,0.0,0.75,0.3333333333333333,0.25,0.4444444444444445,0.625,0.0491803278688524,0.2,0.4,0.5,0.25,0.75,1.0,0.4605832572264376,0.0,0.6666666666666666,0.0,0.2,0.8333333333333333,0.3333333333333333,0.25,0.191114245416079,1.0,0.8,0.4605832572264376
32,0.0,0.75,0.0,0.625,0.7777777777777777,0.5,0.0327868852459016,0.2,1.0,1.0,0.75,1.0,1.0,0.4623074699580889,0.0,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.5,0.3413258110014104,1.0,0.8,0.4623074699580889
33,0.0,0.75,0.3333333333333333,0.4166666666666666,0.4444444444444445,0.5,0.8524590163934427,0.8,0.4,0.5,0.25,0.75,1.0,0.5756375005866046,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.3152327221438646,1.0,0.8,0.5756375005866046
34,0.588235294117647,0.75,0.0,0.9583333333333331,0.8888888888888888,0.5,0.0491803278688524,0.8,1.0,1.0,0.25,1.0,1.0,0.5454620324638855,0.3333333333333333,1.0,0.3333333333333333,0.8,0.8333333333333333,1.0,0.5,0.3921015514809591,1.0,0.8,0.5454620324638855
35,0.2352941176470588,0.75,0.0,0.9583333333333331,0.7777777777777777,0.5,0.0327868852459016,0.2,1.0,1.0,0.75,1.0,1.0,0.7052076551549962,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.75,0.4873060648801128,1.0,0.8,0.7052076551549962
36,0.0,0.75,0.0,0.625,0.4444444444444445,0.5,0.2459016393442623,0.2,1.0,0.75,0.25,1.0,1.0,0.4206775201828461,0.0,0.3333333333333333,0.0,0.2,0.8333333333333333,0.3333333333333333,0.5,0.4739069111424541,1.0,0.8,0.4206775201828461
37,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.625,0.3278688524590164,0.8,0.4,0.5,0.25,0.75,1.0,0.4799217504450679,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0,0.5,0.3511988716502116,1.0,0.8,0.4799217504450679
38,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.75,0.0655737704918032,0.2,0.4,0.5,0.25,0.5,1.0,0.407537652019355,0.3333333333333333,0.6666666666666666,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.1734837799717912,1.0,0.2,0.407537652019355
39,0.4117647058823529,0.75,0.0,0.2083333333333333,0.3333333333333333,0.5,0.8852459016393444,0.2,1.0,0.0,0.0,0.5,0.0,0.4379831185764127,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4379831185764127
40,0.0,0.75,0.0,0.4166666666666666,0.5555555555555556,0.5,0.6885245901639345,0.2,0.4,0.5,0.25,1.0,1.0,0.4872102627658972,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.6666666666666666,0.5,0.310296191819464,1.0,0.2,0.4872102627658972
41,0.0,0.75,0.0,0.875,0.4444444444444445,0.625,0.8032786885245902,0.2,0.4,0.5,1.0,0.75,1.0,0.4882773835704266,0.0,0.3333333333333333,0.6666666666666666,0.8,0.8333333333333333,0.6666666666666666,0.25,0.2172073342736248,0.5,0.8,0.4882773835704266
42,0.3823529411764705,0.75,0.3333333333333333,0.5,0.4444444444444445,0.75,0.4098360655737705,0.2,0.4,0.75,0.75,0.75,1.0,0.3443108306583831,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.5,0.3554301833568406,1.0,0.8,0.3443108306583831
43,0.0,0.75,0.3333333333333333,0.625,0.4444444444444445,0.625,0.4754098360655738,0.8,0.4,0.75,0.75,0.5,1.0,0.3652857057211274,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.2172073342736248,1.0,0.8,0.3652857057211274
44,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.625,0.7868852459016394,0.2,0.4,0.5,0.25,1.0,1.0,0.4373684350534708,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8333333333333333,0.6666666666666666,0.25,0.2115655853314527,1.0,0.8,0.4373684350534708
45,0.588235294117647,0.75,0.0,0.9583333333333331,0.8888888888888888,0.5,0.0983606557377049,0.8,1.0,1.0,0.25,1.0,1.0,0.5862959050147616,0.3333333333333333,1.0,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.4062059238363892,1.0,0.8,0.5862959050147616
46,0.1764705882352941,0.75,0.3333333333333333,0.4583333333333333,0.6666666666666665,0.5,0.1147540983606557,0.2,1.0,1.0,0.25,1.0,1.0,0.6585474980312895,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.8333333333333333,0.6666666666666666,0.5,0.4724964739069111,1.0,0.2,0.6585474980312895
47,0.0,1.0,0.0,0.7916666666666666,0.7777777777777777,0.5,0.0327868852459016,0.2,1.0,0.75,0.75,1.0,1.0,0.5663610380185573,0.0,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.75,0.5825105782792666,1.0,0.8,0.5663610380185573
48,1.0,0.25,0.0,0.1666666666666666,0.3333333333333333,0.5,0.0327868852459016,0.2,0.2,0.5,0.25,0.75,1.0,0.5198559157936766,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.5198559157936766
49,0.0,0.75,0.0,0.25,0.4444444444444445,0.75,0.6885245901639345,0.2,0.4,0.5,0.25,1.0,1.0,0.3716395529565086,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8333333333333333,0.3333333333333333,0.25,0.2722143864598025,1.0,0.8,0.3716395529565086
50,0.2352941176470588,0.75,1.0,0.5833333333333333,0.5555555555555556,0.625,0.180327868852459,0.2,1.0,0.75,0.75,0.75,1.0,0.5242142905765341,0.0,0.3333333333333333,0.0,0.2,0.8333333333333333,1.0,0.5,0.2736248236953456,1.0,0.8,0.5242142905765341
51,0.1764705882352941,0.25,0.0,0.125,0.5555555555555556,0.625,0.9344262295081968,0.2,1.0,0.5,0.25,0.5,1.0,0.4452771971657356,0.0,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.5,0.3723554301833568,1.0,0.8,0.3159957005313094
52,0.4117647058823529,0.25,1.0,0.0,0.4444444444444445,0.5,0.7868852459016394,0.2,0.4,0.75,1.0,0.5,0.0,0.3159957005313094,0.3333333333333333,0.3333333333333333,0.0,0.2,0.1666666666666666,0.3333333333333333,0.5,0.3638928067700987,1.0,0.8,0.3159957005313094
53,0.0,0.75,0.3333333333333333,0.8333333333333333,0.8888888888888888,0.5,0.3278688524590164,0.2,0.4,1.0,1.0,0.75,1.0,0.6040166521197792,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,1.0,0.75,0.6304654442877292,1.0,0.8,0.6040166521197792
54,0.3529411764705882,0.75,0.0,0.4166666666666666,0.4444444444444445,0.5,0.8688524590163935,0.2,0.4,0.5,0.25,0.5,1.0,0.4967004071758061,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.3333333333333333,0.3333333333333333,0.5,0.4033850493653032,1.0,0.8,0.4967004071758061
55,0.0,0.75,0.3333333333333333,0.4166666666666666,0.5555555555555556,0.5,0.7377049180327869,0.2,0.4,0.5,0.25,0.75,1.0,0.5132159867434658,0.0,0.3333333333333333,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.4062059238363892,1.0,0.8,0.5132159867434658
56,0.8235294117647058,1.0,0.0,0.7916666666666666,0.7777777777777777,0.5,0.1639344262295081,0.2,1.0,0.75,0.25,1.0,1.0,0.5836612588519632,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8333333333333333,1.0,0.5,0.3385049365303244,1.0,0.2,0.5836612588519632
57,0.2352941176470588,0.75,0.3333333333333333,0.625,0.6666666666666665,0.5,0.0491803278688524,0.2,1.0,0.75,0.25,1.0,1.0,0.5797749779095471,0.0,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.5,0.3984485190409026,1.0,0.8,0.5797749779095471
58,0.2352941176470588,0.75,1.0,0.9166666666666666,1.0,0.5,0.0163934426229508,0.8,1.0,1.0,1.0,1.0,1.0,0.7700164038243282,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.75,0.4520451339915374,1.0,1.0,0.7700164038243282
59,0.0,0.75,0.0,0.625,0.4444444444444445,0.75,0.6065573770491803,0.2,0.4,0.5,0.75,1.0,1.0,0.3000343339872455,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.2482369534555712,1.0,0.8,0.3000343339872455
60,0.0,0.75,0.0,0.5,0.5555555555555556,0.5,0.0491803278688524,0.2,1.0,0.75,0.25,1.0,1.0,0.4398207864931631,0.3333333333333333,0.6666666666666666,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.4062059238363892,1.0,1.0,0.4398207864931631
61,0.3235294117647058,0.25,0.0,0.0,0.4444444444444445,0.75,0.1967213114754098,0.2,0.2,0.5,0.25,0.5,0.0,0.4251635439765659,0.0,0.0,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.2031029619181946,0.0,0.8,0.4251635439765659
62,0.588235294117647,0.75,0.3333333333333333,0.9583333333333331,0.7777777777777777,0.5,0.0327868852459016,0.2,1.0,0.75,0.5,1.0,1.0,0.4992919958982824,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.3413258110014104,1.0,0.8,0.4992919958982824
63,0.2941176470588235,0.25,0.3333333333333333,0.1666666666666666,0.6666666666666665,0.625,1.0,0.2,0.2,0.5,0.25,0.75,1.0,0.5777122882260084,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.3385049365303244,1.0,0.8,0.5777122882260084
64,0.2352941176470588,0.75,0.0,0.625,0.6666666666666665,0.5,0.1967213114754098,0.2,1.0,0.75,0.25,1.0,1.0,0.6390918270052062,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.5,0.4548660084626234,1.0,0.8,0.6390918270052062
65,0.2352941176470588,0.75,0.0,0.9583333333333331,0.7777777777777777,0.5,0.0491803278688524,0.2,1.0,1.0,0.75,1.0,1.0,0.7082244270816784,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,0.6666666666666666,0.75,0.6008462623413258,1.0,0.8,0.7082244270816784
66,0.0,0.75,0.0,0.4166666666666666,0.6666666666666665,0.5,0.360655737704918,0.2,0.4,0.75,1.0,0.5,1.0,0.6679684019727556,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.5,0.4062059238363892,1.0,0.8,0.6679684019727556
67,0.0,0.75,0.3333333333333333,0.625,0.6666666666666665,0.5,0.0819672131147541,0.2,1.0,0.75,0.75,1.0,1.0,0.5263735054904308,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8333333333333333,0.6666666666666666,0.5,0.3935119887165021,1.0,0.8,0.5263735054904308
68,0.0588235294117646,0.25,0.0,0.1666666666666666,0.3333333333333333,0.625,1.0,0.2,0.4,0.5,0.25,0.5,1.0,0.2847421571030306,0.0,0.3333333333333333,0.0,0.2,0.8333333333333333,0.3333333333333333,0.25,0.155148095909732,1.0,0.8,0.2847421571030306
69,0.1764705882352941,0.75,0.0,0.75,0.6666666666666665,0.375,0.8852459016393444,0.2,0.4,0.5,0.25,0.5,1.0,0.680564313059556,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0,0.5,0.4703808180535966,1.0,0.8,0.680564313059556
70,0.0,0.75,0.3333333333333333,0.4166666666666666,0.6666666666666665,0.625,0.5737704918032788,0.2,0.4,0.75,1.0,1.0,1.0,0.6705237198356255,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,0.8333333333333333,1.0,0.5,0.3638928067700987,1.0,0.8,0.6705237198356255
71,0.0,0.75,0.0,0.4583333333333333,0.3333333333333333,0.625,0.0327868852459016,0.2,0.4,0.5,0.25,0.5,1.0,0.3283494641143187,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.2538787023977433,1.0,0.8,0.3283494641143187
72,0.2352941176470588,0.75,0.3333333333333333,0.5833333333333333,0.6666666666666665,0.5,0.1967213114754098,0.2,1.0,0.75,0.25,0.75,1.0,0.579363401041193,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0,0.5,0.3011283497884344,1.0,0.8,0.579363401041193
73,0.0,0.75,0.0,0.4166666666666666,0.4444444444444445,0.75,0.1311475409836065,0.2,0.4,0.5,0.25,0.75,1.0,0.4171124391040273,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8333333333333333,0.3333333333333333,0.5,0.3455571227080395,1.0,0.8,0.4171124391040273
74,0.1764705882352941,0.25,0.0,0.1666666666666666,0.2222222222222222,0.625,1.0,0.0,0.4,0.25,0.25,0.75,0.0,0.555295269652349,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.2672778561354019,1.0,0.8,0.555295269652349
75,0.9411764705882352,0.25,0.0,0.0416666666666666,0.3333333333333333,0.5,0.6065573770491803,0.2,0.4,0.75,1.0,0.5,1.0,0.3836569300489421,0.3333333333333333,0.3333333333333333,0.0,0.2,1.0,0.3333333333333333,0.25,0.2094499294781382,1.0,0.8,0.3836569300489421
76,0.0,0.75,0.3333333333333333,0.4166666666666666,0.3333333333333333,0.75,0.8688524590163935,0.2,0.4,0.5,0.25,1.0,1.0,0.3705265464428198,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.1995768688293371,1.0,0.8,0.3705265464428198
77,0.1764705882352941,0.25,0.0,0.125,0.4444444444444445,0.5,0.1311475409836065,0.2,0.4,0.5,0.25,0.5,1.0,0.4766335754601667,0.3333333333333333,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.25,0.1692524682651622,1.0,0.8,0.4766335754601667
78,0.4117647058823529,0.75,0.0,0.25,0.3333333333333333,0.5,0.7049180327868853,0.8,0.4,0.5,0.25,0.5,0.0,0.5895118387854228,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.8,0.5895118387854228
79,0.1764705882352941,0.25,0.0,0.1666666666666666,0.4444444444444445,0.625,0.4754098360655738,0.2,1.0,0.5,0.25,0.75,1.0,0.4611589290840676,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.310296191819464,1.0,0.8,0.4611589290840676
80,0.2352941176470588,0.75,0.0,0.4166666666666666,0.5555555555555556,0.625,0.6885245901639345,0.2,0.4,0.75,0.25,0.5,1.0,0.6573933362295032,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,1.0,0.25,0.3589562764456981,1.0,0.8,0.6573933362295032
81,0.588235294117647,0.25,0.0,0.4583333333333333,0.5555555555555556,0.5,0.1475409836065573,0.8,1.0,1.0,0.25,1.0,1.0,0.490666700350562,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8333333333333333,1.0,0.5,0.2856135401974612,1.0,0.8,0.490666700350562
82,0.0,0.75,0.0,0.7916666666666666,0.7777777777777777,0.5,0.0327868852459016,0.2,1.0,0.75,0.25,1.0,1.0,0.5459149778246735,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8333333333333333,0.6666666666666666,0.75,0.5345557122708039,1.0,0.8,0.5459149778246735
83,0.0,0.75,0.3333333333333333,0.4166666666666666,0.4444444444444445,0.5,0.7868852459016394,0.2,0.4,0.5,0.25,0.75,1.0,0.4102049617605376,0.0,0.3333333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.3251057827926657,1.0,0.8,0.4102049617605376
84,0.3529411764705882,0.75,0.3333333333333333,0.5833333333333333,0.6666666666666665,0.5,0.2295081967213114,0.2,1.0,0.75,0.25,0.75,1.0,0.5251755690986175,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,1.0,1.0,0.5,0.2820874471086037,1.0,0.8,0.5251755690986175
85,0.2352941176470588,0.75,0.0,1.0,0.7777777777777777,0.5,0.2459016393442623,0.8,0.4,0.75,0.25,1.0,1.0,0.700121816992064,0.0,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.3333333333333333,0.5,0.3258110014104372,1.0,0.8,0.700121816992064
86,0.2352941176470588,0.75,1.0,0.5833333333333333,0.5555555555555556,0.5,0.0819672131147541,0.2,1.0,0.75,0.75,1.0,1.0,0.5452353421142848,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.5,0.2820874471086037,1.0,0.8,0.5452353421142848
87,0.8235294117647058,1.0,0.0,0.7916666666666666,0.5555555555555556,0.5,0.0163934426229508,0.2,1.0,0.75,0.75,1.0,1.0,0.4594290954246514,0.0,0.6666666666666666,0.0,0.2,0.3333333333333333,0.6666666666666666,0.5,0.3723554301833568,1.0,1.0,0.4594290954246514
88,0.1764705882352941,0.0,0.3333333333333333,0.0,0.2222222222222222,0.125,0.459016393442623,0.8,0.4,0.5,0.25,0.5,0.0,0.5374401404572731,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3924967273066353
89,0.0,0.75,0.0,0.625,0.3333333333333333,0.5,0.2131147540983606,0.2,1.0,0.75,0.25,1.0,1.0,0.3843722999154746,0.3333333333333333,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.8,0.3843722999154746
